status,youtube_id,label,split,reason
failed,5hzTKOZ7R3w,raining,train,ERROR: [youtube] 5hzTKOZ7R3w: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,P3ABOqvERSE,raining,train,ERROR: [youtube] P3ABOqvERSE: Video unavailable
failed,8NKT9qloUWw,raining,train,ERROR: [youtube] 8NKT9qloUWw: Video unavailable
failed,IYXDlgv8pTc,dog barking,train,ERROR: [youtube] IYXDlgv8pTc: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,55VafmDNbjE,waterfall burbling,test,ERROR: [youtube] 55VafmDNbjE: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,9RNNZ3e-9IA,dog barking,test,ERROR: [youtube] 9RNNZ3e-9IA: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,LSR_fs7E5sY,typing on computer keyboard,train,ERROR: [youtube] LSR_fs7E5sY: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,H7hvpCMoScQ,dog barking,test,ERROR: [youtube] H7hvpCMoScQ: Video unavailable
failed,6lpHzj8Ba6U,"bird chirping, tweeting",train,ERROR: [youtube] 6lpHzj8Ba6U: Video unavailable
failed,sBgdHOMUmEE,playing piano,train,ERROR: [youtube] sBgdHOMUmEE: Video unavailable
failed,iekf8109w1E,car engine knocking,train,ERROR: [youtube] iekf8109w1E: Video unavailable
failed,2-DrRdDydNo,train horning,train,ERROR: [youtube] 2-DrRdDydNo: Video unavailable
failed,4BuTNAWrtms,typing on computer keyboard,train,ERROR: [youtube] 4BuTNAWrtms: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,SGFYFPs3Fic,helicopter,test,ERROR: [youtube] SGFYFPs3Fic: Video unavailable
failed,1-feQHDL-Qo,waterfall burbling,test,ERROR: [youtube] 1-feQHDL-Qo: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,-cjxRKdMcgw,raining,train,ERROR: [youtube] -cjxRKdMcgw: Video unavailable
failed,42Glk3NHN-M,waterfall burbling,train,ERROR: [youtube] 42Glk3NHN-M: Video unavailable
failed,5aghVQEylEQ,typing on computer keyboard,test,ERROR: [youtube] 5aghVQEylEQ: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,8NKT9qloUWw,raining,train,ERROR: [youtube] 8NKT9qloUWw: Video unavailable
failed,BC9bHFI5s28,typing on computer keyboard,train,ERROR: [youtube] BC9bHFI5s28: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,-Rry0mqLHUA,ocean burbling,train,ERROR: [youtube] -Rry0mqLHUA: This video is not available
failed,GDpUS5fvvq0,people crowd,test,ERROR: [youtube] GDpUS5fvvq0: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,eckj7n3d2Vc,"bird chirping, tweeting",train,ERROR: [youtube] eckj7n3d2Vc: Video unavailable
failed,acm9dCI5_dc,cat meowing,train,ERROR: [youtube] acm9dCI5_dc: Video unavailable
failed,4q0wumwBeGo,playing acoustic guitar,train,ERROR: [youtube] 4q0wumwBeGo: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,qRYh0fPh7JY,typing on computer keyboard,train,ERROR: [youtube] qRYh0fPh7JY: Video unavailable
failed,Z8DygMIhWRs,raining,train,ERROR: [youtube] Z8DygMIhWRs: Video unavailable
failed,2QKJuc_Hscc,dog barking,test,ERROR: [youtube] 2QKJuc_Hscc: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,djQQ5W4HQUg,"bird chirping, tweeting",train,ERROR: [youtube] djQQ5W4HQUg: Video unavailable
failed,0102_FBc_70,"bird chirping, tweeting",train,ERROR: [youtube] 0102_FBc_70: Video unavailable
failed,Tv6xO_tdZo0,ocean burbling,train,ERROR: [youtube] Tv6xO_tdZo0: Video unavailable
failed,aIfK7d1uOXs,car engine knocking,train,ERROR: [youtube] aIfK7d1uOXs: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,EOKUV6hgMhM,helicopter,test,ERROR: [youtube] EOKUV6hgMhM: This video is not available
failed,TDc6nyKl4vw,dog barking,train,ERROR: [youtube] TDc6nyKl4vw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,UN9rbweY82g,thunder,train,ERROR: [youtube] UN9rbweY82g: Video unavailable
failed,KKFdi5WQ0V0,train horning,test,ERROR: [youtube] KKFdi5WQ0V0: This video is not available
failed,HvyXGNx_jYc,raining,test,ERROR: [youtube] HvyXGNx_jYc: Video unavailable
failed,KgIKVWGLUUo,thunder,test,ERROR: [youtube] KgIKVWGLUUo: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,aGmFyko0sPg,typing on computer keyboard,train,ERROR: [youtube] aGmFyko0sPg: Video unavailable
failed,NIbvXr81s9c,thunder,train,ERROR: [youtube] NIbvXr81s9c: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,2SEkiq5rTrs,typing on computer keyboard,train,ERROR: [youtube] 2SEkiq5rTrs: Video unavailable
failed,eozwlCm0QIo,"bird chirping, tweeting",test,ERROR: [youtube] eozwlCm0QIo: Video unavailable
failed,Aq4TjEg9W8I,waterfall burbling,train,ERROR: [youtube] Aq4TjEg9W8I: Video unavailable
failed,T1LBaT3q7CQ,raining,train,ERROR: [youtube] T1LBaT3q7CQ: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,sKnNV1rZ3C8,car engine knocking,train,ERROR: [youtube] sKnNV1rZ3C8: Video unavailable
failed,HDShSIiXH6Q,car engine knocking,train,ERROR: [youtube] HDShSIiXH6Q: Video unavailable
failed,5cP9UaLozmg,dog barking,train,ERROR: [youtube] 5cP9UaLozmg: Video unavailable
failed,q5DXfGeSO2Q,dog barking,train,ERROR: [youtube] q5DXfGeSO2Q: Video unavailable
failed,lOab9Z8YcBo,"bird chirping, tweeting",train,ERROR: [youtube] lOab9Z8YcBo: Video unavailable
failed,AHom7lBbtoY,train horning,test,ERROR: [youtube] AHom7lBbtoY: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,goPh7el3fTA,playing piano,train,ERROR: [youtube] goPh7el3fTA: Video unavailable
failed,vwA-NNod4sg,typing on computer keyboard,train,ERROR: [youtube] vwA-NNod4sg: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,Dz9U7cHwt6c,"female speech, woman speaking",train,ERROR: [youtube] Dz9U7cHwt6c: Video unavailable
failed,D_GfvnDbRJk,ocean burbling,test,ERROR: [youtube] D_GfvnDbRJk: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,vlbW_GW74qc,helicopter,train,ERROR: [youtube] vlbW_GW74qc: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,Wxjf63xEZPg,dog barking,train,ERROR: [youtube] Wxjf63xEZPg: Video unavailable
failed,roAIw9EYj4U,playing piano,train,ERROR: [youtube] roAIw9EYj4U: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,QZpgHrKXooc,thunder,test,ERROR: [youtube] QZpgHrKXooc: Video unavailable
failed,9LmxKv4OUM4,playing piano,train,ERROR: [youtube] 9LmxKv4OUM4: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,MKhoXSqPYGk,car engine knocking,train,ERROR: [youtube] MKhoXSqPYGk: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,o13U6bOyiHY,thunder,train,ERROR: [youtube] o13U6bOyiHY: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,--0PQM4-hqg,waterfall burbling,train,ERROR: [youtube] --0PQM4-hqg: This video is not available
failed,t9DNG_DxtZA,car engine knocking,train,ERROR: [youtube] t9DNG_DxtZA: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,45sWj9-pjkQ,playing acoustic guitar,train,ERROR: [youtube] 45sWj9-pjkQ: Video unavailable
failed,3XhTM13Li7M,dog barking,train,ERROR: [youtube] 3XhTM13Li7M: Video unavailable
failed,tKzdvxKtUlk,raining,train,ERROR: [youtube] tKzdvxKtUlk: This video is not available
failed,03anSMXRpn4,"bird chirping, tweeting",train,ERROR: [youtube] 03anSMXRpn4: Video unavailable
failed,Cg07QFTiJtI,"bird chirping, tweeting",test,ERROR: [youtube] Cg07QFTiJtI: Video unavailable
failed,VAfO711tnQA,playing acoustic guitar,test,ERROR: [youtube] VAfO711tnQA: Video unavailable
failed,rBFyfa0BxDQ,"female speech, woman speaking",train,ERROR: [youtube] rBFyfa0BxDQ: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,B9s7xhvx3po,"bird chirping, tweeting",train,ERROR: [youtube] B9s7xhvx3po: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,GZOjTNF-Dmo,"bird chirping, tweeting",train,ERROR: [youtube] GZOjTNF-Dmo: Video unavailable
failed,SvUUd5mGxvI,cat meowing,train,ERROR: [youtube] SvUUd5mGxvI: Video unavailable. This video is not available
failed,3AwevAQzwcs,cat meowing,test,ERROR: [youtube] 3AwevAQzwcs: Video unavailable
failed,GMGivXPl3co,typing on computer keyboard,train,ERROR: [youtube] GMGivXPl3co: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,RPMicSPIAlg,"female speech, woman speaking",test,ERROR: [youtube] RPMicSPIAlg: Video unavailable
failed,dQ4-VFYutHk,"bird chirping, tweeting",train,ERROR: [youtube] dQ4-VFYutHk: Video unavailable
failed,Y7JVbiqtHc8,"bird chirping, tweeting",train,ERROR: [youtube] Y7JVbiqtHc8: This video is not available
failed,0Y_aNARlRkc,ocean burbling,train,ERROR: [youtube] 0Y_aNARlRkc: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,dR2fD5VEJX4,typing on computer keyboard,train,ERROR: [youtube] dR2fD5VEJX4: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,KIt4onrsA_c,typing on computer keyboard,train,ERROR: [youtube] KIt4onrsA_c: Video unavailable
failed,5b04Vp0loTM,cat meowing,train,ERROR: [youtube] 5b04Vp0loTM: Video unavailable. This video is no longer available due to a copyright claim by スコちゃんズ ちゃんねる
failed,qSUVhFFUB-Q,helicopter,test,ERROR: [youtube] qSUVhFFUB-Q: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,lp2XxHX8yVM,ocean burbling,train,ERROR: [youtube] lp2XxHX8yVM: Video unavailable
failed,VOWGbyg4KZY,playing acoustic guitar,test,ERROR: [youtube] VOWGbyg4KZY: Video unavailable
failed,3dalYBRtJZU,playing acoustic guitar,train,ERROR: [youtube] 3dalYBRtJZU: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,H8AnKNMzqdU,playing piano,train,ERROR: [youtube] H8AnKNMzqdU: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,iFPv4jv46ZM,dog barking,train,ERROR: [youtube] iFPv4jv46ZM: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,5EX426jSDto,train horning,test,ERROR: [youtube] 5EX426jSDto: Video unavailable
failed,yL9r0vKic3Y,cat meowing,train,ERROR: [youtube] yL9r0vKic3Y: This video is not available
failed,L3FlG2uJgY8,playing acoustic guitar,test,ERROR: [youtube] L3FlG2uJgY8: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,-USpijVx_aI,thunder,test,ERROR: [youtube] -USpijVx_aI: Video unavailable
failed,WCTNhus0itc,dog barking,train,ERROR: [youtube] WCTNhus0itc: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,NXeVBvS5cxQ,typing on computer keyboard,test,ERROR: [youtube] NXeVBvS5cxQ: Sign in to confirm your age. The video you have requested has been rated L N S V and may contain content intended for mature audiences. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,JGyPwnhjask,helicopter,train,ERROR: [youtube] JGyPwnhjask: This video is not available
failed,pimRLKoxEjk,typing on computer keyboard,train,ERROR: [youtube] pimRLKoxEjk: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,PrF3B2kxNaI,waterfall burbling,train,ERROR: [youtube] PrF3B2kxNaI: This video is not available
failed,yk3_Ctt3mDo,cat meowing,train,ERROR: [youtube] yk3_Ctt3mDo: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,_MBO8MBhMXg,"bird chirping, tweeting",test,ERROR: [youtube] _MBO8MBhMXg: This video is not available
failed,eeqAUWORR08,ocean burbling,train,ERROR: [youtube] eeqAUWORR08: This video is not available
failed,m-XV3AbXE3o,thunder,test,ERROR: [youtube] m-XV3AbXE3o: This video is not available
failed,z1EPnEspedw,car engine knocking,train,ERROR: [youtube] z1EPnEspedw: Video unavailable
failed,d4ZLWk1Z19w,people crowd,train,ERROR: [youtube] d4ZLWk1Z19w: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,4XqMpn0WIKk,playing piano,test,ERROR: [youtube] 4XqMpn0WIKk: Video unavailable
failed,0bQdRu0RzOE,"female speech, woman speaking",train,ERROR: [youtube] 0bQdRu0RzOE: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,PYD4CKCSV-8,"female speech, woman speaking",train,ERROR: [youtube] PYD4CKCSV-8: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,LqhjQLbxtcI,ocean burbling,train,ERROR: [youtube] LqhjQLbxtcI: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,Ce1P47VwTAI,"female speech, woman speaking",test,ERROR: [youtube] Ce1P47VwTAI: Video unavailable
failed,Mgzr9_Eaaa4,ocean burbling,train,ERROR: [youtube] Mgzr9_Eaaa4: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,pbBs1xZSAkg,people crowd,train,ERROR: [youtube] pbBs1xZSAkg: Video unavailable
failed,ERfCd5axxy0,ocean burbling,train,ERROR: [youtube] ERfCd5axxy0: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,KHVZFbmt8xk,"female speech, woman speaking",test,ERROR: [youtube] KHVZFbmt8xk: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,XuaJVdMCCoU,dog barking,test,ERROR: [youtube] XuaJVdMCCoU: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,17WW_p1N7BQ,cat meowing,test,ERROR: [youtube] 17WW_p1N7BQ: This video is not available
failed,EQ91XVsmq-I,"female speech, woman speaking",test,ERROR: [youtube] EQ91XVsmq-I: Video unavailable
failed,Icmmjnr6x2I,ocean burbling,train,ERROR: [youtube] Icmmjnr6x2I: Video unavailable
failed,ForN2iu3d4o,people crowd,train,ERROR: [youtube] ForN2iu3d4o: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,DJw9qLzCJm0,thunder,train,ERROR: [youtube] DJw9qLzCJm0: Video unavailable
failed,CiA2vMNYdTQ,dog barking,train,ERROR: [youtube] CiA2vMNYdTQ: Video unavailable
failed,n2gFqIhFsaM,raining,train,ERROR: [youtube] n2gFqIhFsaM: Video unavailable
failed,TxEAwc91Qos,thunder,test,ERROR: [youtube] TxEAwc91Qos: This video is not available
failed,FrHCQ5x2pNQ,waterfall burbling,test,ERROR: [youtube] FrHCQ5x2pNQ: This video is not available
failed,Xd_OgKUCBqQ,thunder,train,ERROR: [youtube] Xd_OgKUCBqQ: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,SoTWI6qRHyo,people crowd,train,ERROR: [youtube] SoTWI6qRHyo: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,VSA5_6TLbt4,train horning,train,ERROR: [youtube] VSA5_6TLbt4: Video unavailable
failed,kkmoSji9b4o,playing acoustic guitar,train,ERROR: [youtube] kkmoSji9b4o: Video unavailable
failed,Ckry8_o74DU,car engine knocking,test,ERROR: [youtube] Ckry8_o74DU: This video has been removed for violating YouTube's Community Guidelines
failed,B8cX1eozARk,typing on computer keyboard,test,ERROR: [youtube] B8cX1eozARk: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,2_9WJSzV6fw,raining,test,ERROR: [youtube] 2_9WJSzV6fw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,PeNLnpalp9s,"female speech, woman speaking",test,ERROR: [youtube] PeNLnpalp9s: Video unavailable
failed,vgmSMgt_fjE,ocean burbling,train,ERROR: [youtube] vgmSMgt_fjE: Video unavailable
failed,D_nXtMgbPNY,train horning,train,ERROR: [youtube] D_nXtMgbPNY: Video unavailable
